CODE;NAME;CITY;COUNTRY;LATITUDE;LONGITUDE
IVA;Ampampamena Airport;Ampampamena;Madagascar;-13.484816;48.632702
FTU;Tôlanaro Airport;Tolagnaro;Madagascar;-25.03809928894043;46.95610046386719
WFI;Fianarantsoa Airport;Fianarantsoa;Madagascar;-21.441600799560547;47.111698150634766
RVA;Farafangana Airport;Farafangana;Madagascar;-22.805299758911133;47.82059860229492
WVK;Manakara Airport;Manakara;Madagascar;-22.119699478149414;48.02170181274414
MNJ;Mananjary Airport;Mananjary;Madagascar;-21.201799392700195;48.358299255371094
MXM;Morombe Airport;Morombe;Madagascar;-21.7539005279541;43.3754997253418
TLE;Toliara Airport;Toliara;Madagascar;-23.383399963378906;43.72850036621094
SSY;Mbanza Congo Airport;M'banza-congo;Angola;-6.269899845123291;14.246999740600586
BUG;Benguela Airport;Benguela;Angola;-12.609000206;13.4036998749
CAB;Cabinda Airport;Cabinda;Angola;-5.59699010848999;12.188400268554688
NOV;Nova Lisboa Airport;Huambo;Angola;-12.808899879455566;15.760499954223633
SVP;Kuito Airport;Kuito;Angola;-12.404600143433;16.947399139404
LAD;Quatro de Fevereiro Airport;Luanda;Angola;-8.85836982727;13.231200218199998
MEG;Malanje Airport;Malanje;Angola;-9.525090217590332;16.312400817871094
SPP;Menongue Airport;Menongue;Angola;-14.657600402832031;17.71980094909668
GXG;Negage Airport;Negage;Angola;-7.754509925842285;15.287699699401855
PBN;Porto Amboim Airport;Porto Amboim;Angola;-10.722000122070312;13.76550006866455
VHC;Saurimo Airport;Saurimo;Angola;-9.689069747924805;20.431900024414062
SZA;Soyo Airport;Soyo;Angola;-6.141089916229248;12.371800422668457
SDD;Lubango Airport;Lubango;Angola;-14.924699783325195;13.574999809265137
LUO;Luena Airport;Luena;Angola;-11.768099784851074;19.8976993560791
UGO;Uige Airport;Uige;Angola;-7.60306978225708;15.027799606323242
XGN;Xangongo Airport;Xangongo;Angola;-16.755399703979492;14.965299606323242
OYE;Oyem Airport;Oyem;Gabon;1.5431100130081177;11.581399917602539
OKN;Okondja Airport;Okondja;Gabon;-0.6652140021324158;13.673100471496582
LBQ;Lambarene Airport;Lambarene;Gabon;-0.7043889760971069;10.245699882507324
BMM;Bitam Airport;Bitam;Gabon;2.0756399631500244;11.493200302124023
POG;Port Gentil Airport;Port Gentil;Gabon;-0.7117390036582947;8.754380226135254
OMB;Omboue Hopital Airport;Omboue Hospial;Gabon;-1.5747300386428833;9.262689590454102
MKU;Makokou Airport;Makokou;Gabon;0.5792109966278076;12.890899658203125
LBV;Libreville Leon M'ba International Airport;Libreville;Gabon;0.458600014448;9.412280082699999
MVB;M'Vengue El Hadj Omar Bongo Ondimba International Airport;Franceville;Gabon;-1.6561599969863892;13.437999725341797
PCP;Principe Airport;Principe;Sao Tome and Principe;1.6629400253295898;7.411739826202393
TMS;São Tomé International Airport;Sao Tome;Sao Tome and Principe;0.3781749904155731;6.7121500968933105
BEW;Beira Airport;Beira;Mozambique;-19.79640007019043;34.90760040283203
INH;Inhambane Airport;Inhambane;Mozambique;-23.876399993896484;35.40850067138672
VXC;Lichinga Airport;Lichinga;Mozambique;-13.27400016784668;35.266300201416016
MPM;Maputo Airport;Maputo;Mozambique;-25.920799255371094;32.572601318359375
MZB;Mocímboa da Praia Airport;Mocimboa Da Praia;Mozambique;-11.361800193786621;40.35490036010742
MNC;Nacala Airport;Nacala;Mozambique;-14.488200187683105;40.71220016479492
APL;Nampula Airport;Nampula;Mozambique;-15.105600357055664;39.28179931640625
POL;Pemba Airport;Pemba;Mozambique;-12.991762161254883;40.52401351928711
UEL;Quelimane Airport;Quelimane;Mozambique;-17.855499267578125;36.86909866333008
TET;Chingozi Airport;Tete;Mozambique;-16.104799270629883;33.640201568603516
VNX;Vilankulo Airport;Vilankulu;Mozambique;-22.018400192260742;35.31330108642578
DES;Desroches Airport;Desroches;Seychelles;-5.6967;53.6558
SEZ;Seychelles International Airport;Mahe;Seychelles;-4.674339771270752;55.52180099487305
PRI;Praslin Airport;Praslin;Seychelles;-4.3192901611328125;55.69139862060547
AEH;Abeche Airport;Abeche;Chad;13.847000122070312;20.84429931640625
MQQ;Moundou Airport;Moundou;Chad;8.624409675598145;16.071399688720703
NDJ;N'Djamena International Airport;N'djamena;Chad;12.133700370788574;15.034000396728516
FYT;Faya Largeau Airport;Faya-largeau;Chad;17.91710090637207;19.111099243164062
